id,text,scenario,confidence,source_film,start_timestamp,end_timestamp,context_before,context_after,catalan_markers,has_catalan_slang,has_spanish_slang,has_any_slang,catalan_slang_count,spanish_slang_count,total_slang_count,catalan_slang_found,spanish_slang_found
The Spanish Apartment_2002_4389755_1214,"¡Venga, tío, vete ya!",farewells,0.7121414375305176,The Spanish Apartment,"01:44:15,244","01:44:17,364",Ya nos veremos. Sí. | Parla català. Poco a poco.,"""No me dejas trabajar. Déjame en paz"". | ¡Hasta luego!",,False,True,True,0,1,1,{},"{""address_terms"": [""t\u00edo""]}"
Evil Dead II_1987_418393_49,Uneixe-te'ns.,farewells,0.6773029518127442,Evil Dead II,"00:10:24,124","00:10:26,042",De moment. | Haig de. tocar el dos ara mateix.,M'haig de. de calmar. | Gràcies.,,True,False,True,1,0,1,"{""catalan_expressions"": [""Gr\u00e0cies""]}",{}
The Spanish Apartment_2002_4389755_1161,¡Hola a todos!,greetings,1.0,The Spanish Apartment,"01:39:39,922","01:39:41,042","Vale, no diré nada y. | y tú, ¿no dirás nada?","¡Oh, Dios mío! | ¡Sorpresa! ¿Qué haces aquí?",,False,True,True,0,1,1,{},"{""common_expressions"": [""Vale""]}"
The Spanish Apartment_2002_4388885_476,y lo único limpio de la casa.,family,0.8,The Spanish Apartment,"00:37:29,000","00:37:31,080",¿Por qué siempre fumáis porros en mi cuarto? | Porque es cómodo.,Tranquila Wendy. | ¡Está todo hecho una mierda!,,False,True,True,0,1,1,{},"{""swears_expressions"": [""mierda""]}"
The Spanish Apartment_2002_4388885_472,"¡Oh, porras! ¡Otra vez!",farewells,0.7349844169616699,The Spanish Apartment,"00:37:07,760","00:37:10,120","Un flechazo, auténtico. ¡Oh, sí! | ¡Eres de lo que no hay!","¡Joder, qué pesados! | ¿Por qué siempre fumáis porros en mi cuarto?",,False,True,True,0,1,1,{},"{""swears_expressions"": [""Joder""]}"
Spanish Affair_2014_976542_1121,"Bueno, pues.",farewells,0.7821515274047852,Spanish Affair,"01:06:52,303","01:06:53,513",Vale. | ¿Y ya te puedes levantar?,"Hasta mañana. | Hasta mañana, bonita.",,False,True,True,0,1,1,{},"{""common_expressions"": [""Vale""]}"
The Spanish Apartment_2002_4389755_1212,Ya nos veremos. Sí.,farewells,0.7759056282043457,The Spanish Apartment,"01:43:59,841","01:44:01,361","¡No me lo habías dicho! | Tengo que irme, yo.","Parla català. Poco a poco. | ¡Venga, tío, vete ya!",,False,True,True,0,1,1,{},"{""address_terms"": [""t\u00edo""]}"
Evil Dead II_1987_418393_173,De pressa!,farewells,0.6377904129028321,Evil Dead II,"00:41:03,505","00:41:05,423","Ah! Auxili, auxili! Ajudeu-me! | Vine amb la dolça Henrietta.","Ajudeu-me! Ajudeu-me, si us plau! | M'empassaré la teva ànima.",,True,False,True,1,0,1,"{""catalan_expressions"": [""si us plau""]}",{}
The Spanish Apartment_2002_4389755_943,¿Qué quieres que diga?,plans,0.8,The Spanish Apartment,"01:19:39,262","01:19:41,102",¿Quién es? | ¿Cómo se llama?,"¡Vale, eso! ¡Adiós! | Pues.",,False,True,True,0,1,1,{},"{""common_expressions"": [""Vale""]}"
The Spanish Apartment_2002_4388885_480,"Espere, un segundo.",farewells,0.6403639030456544,The Spanish Apartment,"00:39:02,240","00:39:03,720",¡Está todo hecho una mierda! | ¡Va a entrar aquí! ¡Rápido!,¡Estoy desnuda! | ¡Te lo dije! No has limpiado el piso.,,False,True,True,0,1,1,{},"{""swears_expressions"": [""mierda""]}"
Spanish Affair_2014_976542_1156,"Bueno, porque no. porque no puedes.",requests,0.8,Spanish Affair,"01:08:59,723","01:09:02,100","Pues de todo, Amaia. Si es que no he podido ni he tenido ni. | ¿Cómo no me voy a quedarme a la boda?","Ya, si eso, al bautizo. | Sí, sí, pero no. no decía en plan pregunta.",,False,True,True,0,1,1,{},"{""common_expressions"": [""en plan""]}"
The Spanish Apartment_2002_4388885_463,¡Sal un poco de ese caparazón!,farewells,0.6459918212890625,The Spanish Apartment,"00:36:31,960","00:36:34,080","¡Dilo de una vez, joder! | ¡Tiene razón, no importa!","Pues. | La primera vez que. que vi a Jean-Michel,",lexical:apa,False,True,True,0,1,1,{},"{""swears_expressions"": [""joder""]}"
Vicky Cristina Barcelona_2008_4065670_337,Me encantaría ver a tu padre y su casa.,family,0.7788787269592284,Vicky Cristina Barcelona,"00:22:35,360","00:22:39,146","No. | No, creo que esa es la primera proposición interesante que has hecho.","Si continuamos, no creo- | Está bien. Eso fue genial. Él no habla inglés.",,False,True,True,0,1,1,{},"{""cool_reactions"": [""genial""]}"
The Spanish Apartment_2002_4389755_1194,pero tengo que irme a casa.,family,0.8,The Spanish Apartment,"01:42:49,991","01:42:53,191",Vale. | Perdonad.,Tengo que ir al aeropuerto a las 8h y hacer el equipaje. | Perdonad. ¡La camiseta!,,False,True,True,0,1,1,{},"{""common_expressions"": [""Vale""]}"
Evil Dead II_1987_418393_324,Desfés-te'n!,farewells,0.678597755432129,Evil Dead II,"01:15:51,301","01:15:52,469","Molt bé, comença a recitar-lo, ja! | No miris, Annie! Acaba el passatge!",No! | Hem guanyat. Hem guanyat. La victòria és nostra.,,True,False,True,1,0,1,"{""catalan_expressions"": [""Molt b\u00e9""]}",{}
Evil Dead II_1987_418393_322,"Molt bé, comença a recitar-lo, ja!",farewells,0.6025535774230958,Evil Dead II,"01:15:33,908","01:15:36,828",Encara falta el segon passatge. És el que. | El que obre l'esquerda i envía el mal de tornada!,"No miris, Annie! Acaba el passatge! | Desfés-te'n!",,True,False,True,1,0,1,"{""catalan_expressions"": [""Molt b\u00e9""]}",{}
The Spanish Apartment_2002_4388885_499,¡Hasta luego! ¡Adiós!,farewells,1.0,The Spanish Apartment,"00:41:21,600","00:41:22,840","Sí, pasé un año en París. ¡Genial! | Gracias.",Te llamaré. | ¿No es estupenda? Sí.,,False,True,True,0,1,1,{},"{""cool_reactions"": [""Genial""]}"
Spanish Affair_2014_976542_1289,"¿Vale? Por favor, aita.",requests,0.9721781635284424,Spanish Affair,"01:15:39,497","01:15:41,833","Eh, fuera de aquí, que. que me tengo que quitar esto. | Me. Me vais ahí, al salón. Yo ahora bajo, ¿eh? Venga.",,,False,True,True,0,1,1,{},"{""common_expressions"": [""Vale""]}"
Evil Dead II_1987_418393_270,"Endavant, he dit!",farewells,0.6527328681945801,Evil Dead II,"00:56:35,937","00:56:37,147",Endavant. | Estàs sonat.,Boig estúpid! | Et fotré la puta closca enlaire.,,False,True,True,0,1,1,{},"{""swears_expressions"": [""puta""]}"
Spanish Affair_2014_976542_1288,"Me. Me vais ahí, al salón. Yo ahora bajo, ¿eh? Venga.",farewells,0.6378819656372071,Spanish Affair,"01:15:35,910","01:15:39,122","Ha dicho que se iba a dar una vuelta. | Eh, fuera de aquí, que. que me tengo que quitar esto.","¿Vale? Por favor, aita.",,False,True,True,0,1,1,{},"{""common_expressions"": [""Vale""]}"
Evil Dead II_1987_418393_257,"Ara mano jo, aquí.",farewells,0.6861155700683594,Evil Dead II,"00:55:37,837","00:55:39,589",Almenys és la millor traducció que puc | Molt bé.,Sortirem a aquell bosc a buscar la Bobby Joe. | Quan la trobem ens n'anirem cagant llets.,,True,False,True,1,0,1,"{""catalan_expressions"": [""Molt b\u00e9""]}",{}
The Spanish Apartment_2002_4389755_913,¡No puedes comportarte así!,requests,0.8,The Spanish Apartment,"01:16:43,956","01:16:46,636","¿Qué? Sí. ¡Sorpresa, sorpresa! | ¡Tienes que aprender!","No hablas en serio. Sí. | ¡Ponte los zapatos, te vas!",,False,True,True,0,1,1,{},"{""common_expressions"": [""en serio""]}"
The Spanish Apartment_2002_4389755_1277,¡En marcha!,farewells,0.7446407508850098,The Spanish Apartment,"01:50:25,939","01:50:27,419","Sí, es verdad. ¿A que sí, eh? | Nos divertimos mucho aquí, ¿verdad, Sr. Bernard?","¿Qué edad tiene? 25 años. | Entonces, se jubilará usted muy joven.",,False,True,True,0,1,1,{},"{""party_social"": [""marcha""]}"
The Spanish Apartment_2002_4388885_495,Gracias. De nada.,greetings,0.7908115577697754,The Spanish Apartment,"00:41:11,360","00:41:12,600","Tranquilo, no tengo perro. | ¿Más preguntas?","Yo hablo francés. ¿Ah, sí? | Sí, pasé un año en París. ¡Genial!",,False,True,True,0,1,1,{},"{""cool_reactions"": [""Genial""]}"
Spanish Affair_2014_976542_1117,"Anne. el baño, si quieres saber, arriba tienes.",plans,0.8,Spanish Affair,"01:06:42,210","01:06:46,923",y prefiero evitar el pitote. | Claro.,La segunda puerta a la izquierda. | Vale.,,False,True,True,0,1,1,{},"{""common_expressions"": [""Vale""]}"
Spanish Affair_2014_976542_1459,pero quiero que sepas que todo ha sido por mi culpa.,apologies,0.6399641227722168,Spanish Affair,"01:30:53,411","01:30:55,413","Soy gilipollas. | Lo siento, aita. Siento. Siento lo que ha pasado,","No, y mía también, que he andado un poco ingenuo, | porque mira que tenía acento jodido el sevillano, ¿eh?",,False,True,True,0,1,1,{},"{""swears_expressions"": [""gilipollas""]}"
The Spanish Apartment_2002_4389755_1243,"Bueno, pues.",farewells,0.7821515274047852,The Spanish Apartment,"01:47:10,990","01:47:12,070","Pero, a veces, uno necesita | dar donde sabe que va a doler.",Sabía que era nuestro último beso. | Recordé el primer beso.,,False,True,True,0,1,1,{},"{""common_expressions"": [""que va""]}"
The Spanish Apartment_2002_4389755_1216,¡Hasta luego!,farewells,1.0,The Spanish Apartment,"01:44:25,245","01:44:26,525","¡Venga, tío, vete ya! | ""No me dejas trabajar. Déjame en paz"".",¡Vuelve a Francia con las otras ranas! | ¡Me encanta el foie gras!,,False,True,True,0,1,1,{},"{""address_terms"": [""t\u00edo""]}"
The Spanish Apartment_2002_4389755_920,"Bueno, ya está. Vale.",farewells,0.6900159072875978,The Spanish Apartment,"01:17:14,680","01:17:16,521","¡Tus amigos son un coñazo! ¡Vete! | ¡Me voy, me voy!",Me estás volviendo loca. | No deberíamos hacerlo aquí.,,False,True,True,0,1,1,{},"{""common_expressions"": [""Vale""]}"
Spanish Affair_2014_976542_1120,¿Y ya te puedes levantar?,requests,0.8,Spanish Affair,"01:06:49,926","01:06:51,511",La segunda puerta a la izquierda. | Vale.,"Bueno, pues. | Hasta mañana.",,False,True,True,0,1,1,{},"{""common_expressions"": [""Vale""]}"
The Spanish Apartment_2002_4389755_585,"Vale, gracias.",greetings,0.6983238410949708,The Spanish Apartment,"00:48:32,542","00:48:33,822","Ven, es por aquí. | Es calle Porta Ferissa.",De nada. Muy amable. | Bueno. Buena suerte.,,False,True,True,0,1,1,{},"{""common_expressions"": [""Vale""]}"
Vicky Cristina Barcelona_2008_4069464_513,y los amigos de papá realmente nos facilitarían las cosas.,family,0.7414702796936036,Vicky Cristina Barcelona,"00:33:51,921","00:33:54,370",¿Por qué no? Sería genial decirle a | nuestros hijos que nos casamos en España,No sé qué decir. | No pareces muy emocionada.,,False,True,True,0,1,1,{},"{""cool_reactions"": [""genial""]}"
The Spanish Apartment_2002_4389755_576,¡Hola! ¿dónde estáis?,greetings,1.0,The Spanish Apartment,"00:47:26,532","00:47:28,332",Los fusibles. | ¡Joder!,Ya vamos. | ¿Te he hecho daño? No es nada.,,False,True,True,0,1,1,{},"{""swears_expressions"": [""Joder""]}"
To Barcelona with Love_2025_10592564_352,Pana. Pane.,farewells,0.739691276550293,To Barcelona with Love,"00:14:22,605","00:14:24,411",Prueba esto. | Increíble. Dime cómo lo pronuncias.,Panellets. | Panellets. Panellets.,,False,True,True,0,1,1,{},"{""cool_reactions"": [""Incre\u00edble""]}"
Barcelona Summer Night_2013_6579113_820,"Tú, te quiero ver bailar. Vale.",emotions,0.8,Barcelona Summer Night,"00:38:31,880","00:38:33,530",Que vaya bien. | Merci.,"Esto de ti sí que no me lo esperaba, ¿eh, Adrián?",,False,True,True,0,1,1,{},"{""common_expressions"": [""Vale""]}"
To Barcelona with Love_2025_10592564_279,Gracias. Que lo disfrute. Gracias.,farewells,0.8,To Barcelona with Love,"00:12:07,393","00:12:09,353",¡Vaya! Esto es genial. | Realmente lo es.,"Hola, Anna. Hola. | Soy amiga de Nico Olivera de la librería,",,False,True,True,0,1,1,{},"{""cool_reactions"": [""genial""]}"
To Barcelona with Love_2025_10592564_221,De acuerdo.,farewells,0.779249496459961,To Barcelona with Love,"00:09:52,133","00:09:53,009",Código de silencio. | Ajá.,Yo hice la traducción. | ¿En serio?,,False,True,True,0,1,1,{},"{""common_expressions"": [""En serio""]}"
A Gun in Each Hand_2012_889344_1056,Creo que le voy a comprar una buena ginebra a Julián.,opinions,0.722432496547699,A Gun in Each Hand,"01:13:37,662","01:13:39,667","eso, eso no, eso bórralo, ¿vale?. | No es mi estilo, ¿sabes qué?","Si quieres te Io presto. | No, gracias.",,False,True,True,0,1,1,{},"{""common_expressions"": [""vale""]}"
A Gun in Each Hand_2012_889344_950,"Iba por su cuenta. Ah, vale, sube.",farewells,0.7557236862182618,A Gun in Each Hand,"01:06:14,302","01:06:16,389","Del trabajo, voy a Io de Julián, tú también, ¿no? | Sí. ¿Y Sara?",EI cinturón. | '¿A qué huele?,,False,True,True,0,1,1,{},"{""common_expressions"": [""vale""]}"
A Gun in Each Hand_2012_889344_789,Que pases un buen ?n de semana.,plans,0.8,A Gun in Each Hand,"00:53:52,935","00:53:54,228","Vale. | Bueno, me voy.","Igual, si quieres, algún otro día podemos. | ¿Qué?",,False,True,True,0,1,1,{},"{""common_expressions"": [""Vale""]}"
Barcelona Summer Night_2013_6579113_839,Creo que voy taja.,opinions,0.9162244939804076,Barcelona Summer Night,"00:39:28,400","00:39:28,940",¿No? Hijo puta. | Ese se va cagar.,Si ni te lo has tragao. | Estaba asqueroso.,,False,True,True,0,1,1,{},"{""swears_expressions"": [""puta""]}"
A Gun in Each Hand_2012_889344_695,"Sí, creo que va a ser mejor que yo también me vaya,",opinions,1.0,A Gun in Each Hand,"00:46:49,595","00:46:52,443","Atún. | Bueno, pues.","se está haciendo un poco tarde. | Quería pasar a recoger una alfombra que encargué,",,False,True,True,0,1,1,{},"{""common_expressions"": [""que va""]}"
A Gun in Each Hand_2012_889344_694,"Bueno, pues.",farewells,0.7821515274047852,A Gun in Each Hand,"00:46:47,134","00:46:48,427","Atún, creo. | Atún.","Sí, creo que va a ser mejor que yo también me vaya, | se está haciendo un poco tarde.",,False,True,True,0,1,1,{},"{""common_expressions"": [""que va""]}"
A Gun in Each Hand_2012_889344_382,quién sabe Io que puede pasar mañana.,plans,0.9077263975143433,A Gun in Each Hand,"00:25:59,720","00:26:01,441","no nos tenemos que avergonzar si nos pasa. | ¿Vale? . y no se, que.","Además, yo nunca me hubiera imaginado, | que estaría aquí haciendo el ridículo y diciéndote todo esto.",,False,True,True,0,1,1,{},"{""common_expressions"": [""Vale""]}"
A Gun in Each Hand_2012_889344_264,"Vale, pero eso no son 200 euros, si quieres te mando Ia factura.",plans,0.8,A Gun in Each Hand,"00:18:40,698","00:18:45,170",nosotros Io hicimos muy bien. | Eso fue gracias tí.,"Mm, son las de siempre. | Perdona, perdona, es que estás radiante.",,False,True,True,0,1,1,{},"{""common_expressions"": [""Vale""]}"
Barcelona Summer Night_2013_6579113_879,"Tu hermana va muy guay, ¿eh?",family,0.8,Barcelona Summer Night,"00:41:08,280","00:41:09,680","Yo pediría poderme chupar el codo. | No, no, es que no se puede.","Parece la de la peli esta. ¿Cómo se llama. | Sí. ""Pulp Fiction"".",,False,True,True,0,1,1,{},"{""cool_reactions"": [""guay""]}"
Barcelona Summer Night_2013_6579113_898,Bien. Bien.,farewells,0.7475300025939942,Barcelona Summer Night,"00:41:59,760","00:42:00,310","Si lo dices por el cometa, no te preocupes que a las 7 | estaremos en los bunkers viendo el cometa, tío. Tranquilo.",Bueno. | Ven aquí.,,False,True,True,0,1,1,{},"{""address_terms"": [""t\u00edo""]}"
A Gun in Each Hand_2012_889344_223,"¿Te acordarás?, si quieres te llamo,",plans,0.8,A Gun in Each Hand,"00:16:34,530","00:16:38,410","No, un poco. La próxima dosis le toca a medianoche. | Vale.",o te envío un mensaje. | 0 probamos con Ia telepatía.,,False,True,True,0,1,1,{},"{""common_expressions"": [""Vale""]}"
A Gun in Each Hand_2012_889344_196,Ah vale. ¿Eh?,greetings,0.7214896392822266,A Gun in Each Hand,"00:13:40,606","00:13:41,449","¿Por qué no vamos a comer Ia semana que viene?, | le decimos también a Manu.","¿EI miércoles? EI miércoles. | No, el miércoles no, ¿jueves?",,False,True,True,0,1,1,{},"{""common_expressions"": [""vale""]}"
To Barcelona with Love_2025_10592564_349,Por favor.,farewells,0.7843626213073731,To Barcelona with Love,"00:14:18,392","00:14:19,316",Por supuesto. | Perfecto. Vamos.,Prueba esto. | Increíble. Dime cómo lo pronuncias.,,False,True,True,0,1,1,{},"{""cool_reactions"": [""Incre\u00edble""]}"
To Barcelona with Love_2025_10592564_369,"Sabes, creo que. siempre pensé que.",opinions,0.8743311071395874,To Barcelona with Love,"00:15:01,066","00:15:04,403","Intangibles. | Intangibles, intangibles.",pertenecía a Europa. | Quizás viví aquí en una vida pasada.,,False,True,True,0,1,1,{},"{""cool_reactions"": [""pasada""]}"
The Spanish Apartment_2002_4389755_510,"¡Ah, genial!",farewells,0.6174861145019532,The Spanish Apartment,"00:42:43,249","00:42:44,730","¿Qué haces mañana? | Mi amiga, Sabine, viene de Bélgica.",¡Hola! | ¿Sabine? ¿Xavier?,,False,True,True,0,1,1,{},"{""cool_reactions"": [""genial""]}"
To Barcelona with Love_2025_10592564_373,"De lo contrario, ¿cómo podrías saber tantos detalles?",requests,0.8,To Barcelona with Love,"00:15:09,700","00:15:12,703",Quizás viví aquí en una vida pasada. | Yo lo creo.,Es. es. | ¿No sé qué me pasa hoy?,,False,True,True,0,1,1,{},"{""cool_reactions"": [""pasada""]}"
Barcelona Summer Night_2013_6579113_592,Yo creo que debes aceptar. Es un contrato de puta madre.,opinions,0.9223367118835448,Barcelona Summer Night,"00:27:39,880","00:27:42,730",Yo confío en ti. | ¿Yo?,"Es mucho más dinero del que habías soñado y. | Bueno, no entiendo, pero no creo",,False,True,True,0,1,1,{},"{""swears_expressions"": [""puta""]}"
Barcelona Summer Night_2013_6579113_601,¿Qué rollete?,greetings,0.6549380493164063,Barcelona Summer Night,"00:28:06,920","00:28:07,570","Con ese rollete que os traéis entre vosotros, | ¿qué pensáis hacer?","Seguramente los jugadores de vuestro equipo de mierda | son ciegos y no se dan cuenta,",,False,True,True,0,1,1,{},"{""swears_expressions"": [""mierda""]}"
Barcelona Summer Night_2013_6579113_634,"Venga, hasta ahora.",farewells,0.8,Barcelona Summer Night,"00:29:36,200","00:29:37,150","Que te vean. Siempre irá bien para las negociaciones. | Sí, ahora. ahora subimos.","Y. tú también puedes venir, tío. | Visca el Barça.",,False,True,True,0,1,1,{},"{""address_terms"": [""t\u00edo""]}"
Barcelona Summer Night_2013_6579113_635,"Y. tú también puedes venir, tío.",farewells,0.6071520996093751,Barcelona Summer Night,"00:29:37,400","00:29:39,100","Sí, ahora. ahora subimos. | Venga, hasta ahora.",Visca el Barça. | Ya pago yo.,,False,True,True,0,1,1,{},"{""address_terms"": [""t\u00edo""]}"
Barcelona Summer Night_2013_6579113_639,"Bonito, ¿eh?",greetings,0.6309036445617676,Barcelona Summer Night,"00:29:53,560","00:29:54,160",Ya pago yo. | Ya pago yo. Me cago en la puta.,Parece un poco Mordor con el ojo ahí. | ¿Mordor? Que es Gaudí.,,False,True,True,0,1,1,{},"{""swears_expressions"": [""puta""]}"
